re78,treat,age,education,married,black,hispanic,nodegree,re74,re75
23.6436,0,21,12,1,0,0,0,4.6945,5.2177
0,0,28,12,1,0,0,0,4.6945,5.9339
0,0,22,13,1,0,0,0,4.6945,6.1129
26.5991,0,20,12,1,0,0,0,4.6945,6.1129
27.3379,0,24,16,1,0,0,0,4.6945,6.471
21.8704,0,22,12,1,0,0,0,4.6945,6.829
37.8298,0,27,12,1,0,1,0,4.6945,6.829
21.2793,0,35,12,1,1,0,0,4.6945,7.1871
29.5545,0,23,16,1,0,0,0,4.6945,9.6935
2.9555,0,22,16,1,0,0,0,4.6945,9.6935
25.1214,0,23,16,1,0,0,0,4.6945,3.2742
31.0323,0,20,12,1,0,0,0,4.6945,6.8548
14.0384,0,22,12,1,1,0,0,4.7905,4.6806
27.963,0,24,12,1,0,0,0,4.8904,0.7197
0,0,26,12,1,0,0,0,4.8904,0.7419
0,0,42,12,1,1,0,0,4.9884,1.1859
13.9867,0,28,15,1,0,0,0,5.0824,8.6194
32.51,0,24,13,1,0,0,0,5.2823,4.3226
13.1518,0,50,12,1,0,0,0,5.2823,4.3226
13.1518,0,50,12,1,0,0,0,5.2823,4.3226
14.0384,0,28,13,1,0,0,0,5.2823,4.3226
25.1214,0,25,12,1,0,0,0,5.2823,6.1129
14.7773,0,31,12,0,1,0,0,5.2823,7.9032
28.0768,0,32,16,1,1,0,0,5.2823,9.6935
21.8704,0,22,12,1,0,0,0,5.2823,9.6935
18.6607,0,22,13,1,1,0,0,5.4038,4.3208
11.0829,0,26,12,1,1,0,0,5.4116,8.9516
14.1862,0,22,12,1,0,0,0,5.4782,8.9516
12.6154,0,29,12,0,0,0,0,5.4782,4.3709
15.6639,0,53,17,1,0,0,0,5.4782,6.3994
31.3278,0,25,12,1,0,0,0,5.4782,7.7242
19.9493,0,26,12,1,1,0,0,5.4782,8.1754
19.2104,0,24,16,0,0,0,0,5.5879,9.5056
41.3763,0,27,17,0,0,0,0,5.6741,0
20.6882,0,46,12,1,0,0,0,5.6741,0.734
10.5125,0,25,12,1,1,0,0,5.6741,3.7382
1.7334,0,21,13,0,0,0,0,5.6741,4.9467
28.0768,0,37,12,1,0,0,0,5.6741,8.9516
28.0768,0,37,12,1,0,0,0,5.6741,8.9516
31.0323,0,28,15,1,1,0,0,5.6741,9.4529
28.9634,0,22,12,0,0,0,0,5.6741,0.7419
20.6882,0,22,12,0,0,0,0,5.6741,1.6371
19.2104,0,27,12,1,0,0,0,5.6741,2.5323
25.1214,0,21,13,1,1,0,0,5.6741,2.5323
17.7327,0,49,16,1,0,0,0,5.6741,2.8903
0,0,26,12,1,0,0,0,5.6741,3.4274
13.8906,0,33,14,1,0,0,0,5.6741,3.4274
15.9594,0,28,15,1,0,0,0,5.6741,3.7855
25.8602,0,29,17,1,0,0,0,5.6741,4.1435
11.8218,0,54,16,1,1,0,0,5.6741,4.3226
20.7029,0,25,14,1,0,1,0,5.6741,4.3226
13.2995,0,32,12,1,0,0,0,5.6741,4.3226
16.255,0,40,12,1,0,0,0,5.6741,4.3226
16.255,0,40,12,1,0,0,0,5.6741,4.3226
22.1659,0,27,16,1,0,0,0,5.6741,4.3226
17.7327,0,24,12,1,0,0,0,5.6741,4.6806
13.8315,0,43,12,1,0,0,0,5.6741,4.6806
19.0627,0,25,16,1,0,0,0,5.6741,5.2177
15.5161,0,26,12,1,1,0,0,5.6741,5.2177
17.7327,0,34,12,1,1,0,0,5.6741,5.7548
25.1214,0,21,13,1,0,0,0,5.6741,5.9339
11.8218,0,21,12,1,1,0,0,5.6741,6.1129
19.2104,0,23,12,1,1,0,0,5.6741,6.2024
35.0221,0,26,12,1,0,0,0,5.6741,6.471
16.255,0,28,14,1,0,0,0,5.6741,6.7574
19.2104,0,26,17,1,0,0,0,5.6741,6.829
26.5991,0,20,14,0,0,0,0,5.6741,7.0081
20.6882,0,26,12,1,1,0,0,5.6741,7.9838
19.2104,0,21,12,1,1,0,0,5.6741,9.6935
32.51,0,41,12,1,0,0,0,5.6741,9.6935
28.8157,0,28,16,1,0,0,0,5.6741,9.6935
26.5991,0,23,16,0,0,0,0,5.6741,1.4839
31.7711,0,22,12,1,0,0,0,5.6741,2.9161
27.3379,0,27,14,0,0,1,0,5.6741,3.2742
29.5545,0,26,16,1,0,0,0,5.6741,3.2742
0,0,54,12,1,0,0,0,5.6741,5.0645
0,0,54,12,1,0,0,0,5.6741,5.0645
20.6882,0,54,12,0,1,0,0,5.6741,5.0645
29.259,0,37,16,0,0,0,0,5.6741,6.8548
22.0181,0,32,13,1,0,0,0,5.6741,0.4355
10.1963,0,29,12,1,0,0,0,5.6781,7.4879
35.4654,0,22,13,1,0,0,0,5.8701,5.8265
27.7813,0,23,12,1,1,0,0,5.8701,0.4355
17.4446,0,36,12,1,0,0,0,5.874,2.7274
14.7773,0,21,13,1,0,0,0,5.9602,1.4839
14.4817,0,21,12,1,0,0,0,5.9876,6.2919
19.506,0,26,12,1,1,0,0,5.9876,7.9032
13.2995,0,28,12,1,1,0,0,5.9876,9.6935
14.7773,0,43,12,1,0,0,0,5.9896,4.3226
20.4606,0,27,12,1,1,0,0,6.0111,6.1129
29.5841,0,36,17,0,0,0,0,6.015,0.7935
25.5647,0,23,12,1,0,0,0,6.066,4.8339
17.7327,0,31,12,1,0,0,0,6.066,5.0387
18.4716,0,25,14,1,0,0,0,6.066,5.2177
19.2104,0,35,12,1,1,0,0,6.066,6.086
20.6882,0,23,16,1,0,0,0,6.066,6.829
28.8157,0,21,12,1,0,0,0,6.066,0.5887
2.9555,0,22,12,0,0,0,0,6.2306,9.8468
22.1659,0,36,12,1,1,0,0,6.2619,1.3048
11.9696,0,21,12,1,0,0,0,6.307,8.5298
0,0,28,12,1,0,0,0,6.3932,3.2985
21.8704,0,24,12,1,0,1,0,6.4578,8.9516
15.1467,0,30,12,0,0,0,0,6.4578,4.6806
17.2894,0,44,12,1,0,0,0,6.4578,6.1129
19.9493,0,30,12,1,0,0,0,6.4578,6.65
20.6882,0,34,12,1,0,0,0,6.4578,6.829
40.6375,0,26,16,1,0,0,0,6.4578,1.4839
18.4716,0,23,16,1,0,0,0,6.4578,1.4839
19.6538,0,20,12,0,0,0,0,6.497,9.604
8.8664,0,26,13,0,0,0,0,6.6538,3.5806
7.3886,0,21,12,1,1,0,0,6.6538,9.8468
17.7327,0,25,12,1,0,0,0,6.6538,2.1814
16.9939,0,23,15,1,0,0,0,6.6538,3.4274
22.9048,0,25,12,0,1,0,0,6.6538,4.8597
17.4372,0,28,16,1,0,0,0,6.6538,5.3968
19.506,0,38,14,1,0,0,0,6.6538,6.1129
17.7327,0,29,17,1,0,0,0,6.6538,6.1129
20.6882,0,24,17,1,0,0,0,6.6538,6.65
21.8704,0,25,16,1,1,0,0,6.6538,7.0081
16.255,0,55,12,1,0,0,0,6.6538,7.5452
0,0,30,14,1,0,0,0,6.6538,7.5452
19.2104,0,21,12,0,0,0,0,6.6538,7.9032
17.7327,0,26,12,1,0,0,0,6.6538,7.9032
16.255,0,34,12,1,0,0,0,6.6538,9.5324
26.008,0,22,12,1,0,0,0,6.6538,9.6935
37.682,0,22,16,0,0,0,0,6.6538,2.7371
23.6436,0,27,15,0,0,0,0,6.6538,3.2742
2.9555,0,26,12,0,0,0,0,6.6538,3.2742
29.5545,0,26,16,1,0,0,0,6.6538,4.7065
40.6375,0,24,14,1,1,0,0,6.6538,8.4661
28.8157,0,26,14,0,1,0,0,6.6675,1.4839
7.566,0,23,12,1,1,0,0,6.7086,0.4913
1.921,0,28,14,0,0,0,0,6.8497,2.1742
0,0,21,12,1,0,0,0,6.8497,5.3968
18.9784,0,30,12,1,0,0,0,6.8497,7.3661
25.1214,0,24,12,1,0,0,0,6.8497,8.6194
17.7327,0,51,12,1,0,0,0,6.8497,9.6935
35.4654,0,21,14,0,0,0,0,6.8497,9.6935
24.0869,0,22,14,1,1,0,0,6.8497,1.1258
23.0806,0,24,12,1,0,0,0,6.885,9.3115
25.5144,0,23,15,1,0,0,0,6.9555,0.8447
38.7164,0,26,14,1,0,0,0,7.0456,5.0645
18.176,0,45,12,1,0,0,0,7.1044,6.3815
14.7773,0,46,13,1,0,0,0,7.2415,5.7548
33.5444,0,29,12,1,0,0,0,7.2415,9.6864
24.5303,0,26,14,1,0,0,0,7.2415,0.5887
22.1659,0,27,16,1,0,0,0,7.2415,4.8855
14.7714,0,26,14,1,0,0,0,7.4375,7.1613
18.4716,0,20,15,1,0,0,0,7.4375,8.0565
21.427,0,23,12,1,0,0,0,7.4375,2.5323
15.5161,0,30,16,1,0,0,0,7.4375,7.8674
16.255,0,24,12,1,0,0,0,7.4375,2.379
23.6436,0,23,12,1,0,0,0,7.6334,0
0,0,34,12,1,0,0,0,7.6334,0
22.1659,0,24,12,1,0,1,0,7.6334,4.8482
21.8585,0,43,12,1,1,0,0,7.6334,0.7419
16.255,0,28,14,1,1,0,0,7.6334,2.5323
28.8157,0,20,12,1,0,0,0,7.6334,5.2177
15.5161,0,23,12,1,1,0,0,7.6334,5.2177
26.5991,0,27,14,1,1,0,0,7.6334,6.1129
19.2104,0,53,12,1,0,0,0,7.6334,6.1129
22.1659,0,28,16,1,0,0,0,7.6334,6.1129
25.1214,0,26,12,1,0,0,0,7.6334,6.1129
18.6194,0,25,15,1,0,0,0,7.6334,6.1129
19.6996,0,29,14,1,0,0,0,7.6334,7.1871
23.6436,0,26,12,1,1,0,0,7.6334,7.4163
22.1659,0,55,16,1,0,0,0,7.6334,7.9032
14.7773,0,22,12,1,0,1,0,7.6334,7.9032
15.8117,0,33,12,1,0,0,0,7.6334,7.9032
8.8664,0,34,14,1,0,1,0,7.6334,7.9032
19.9493,0,24,12,1,0,0,0,7.6334,8.4403
32.51,0,24,12,1,0,0,0,7.6334,8.75
18.4716,0,26,12,1,1,0,0,7.6334,8.7984
19.9493,0,45,12,1,0,0,0,7.6334,8.7984
23.6436,0,22,12,1,0,0,0,7.6334,9.6935
2.0688,0,55,14,1,0,0,0,7.6334,9.6935
11.5263,0,24,12,1,0,0,0,7.6334,9.6935
4.4332,0,23,12,1,0,0,0,7.6334,1.5465
22.1659,0,24,13,0,1,0,0,7.6334,5.0645
23.6436,0,31,13,1,0,0,0,7.6334,5.0645
28.0768,0,43,12,1,0,0,0,7.6334,6.8548
28.0768,0,43,12,1,0,0,0,7.6334,6.8548
12.2947,0,23,12,1,1,0,0,7.6726,4.3226
20.6882,0,22,12,1,0,0,0,7.7039,2.5323
19.2104,0,30,12,1,1,0,0,7.7608,7.3661
16.2402,0,28,12,0,0,0,0,7.8293,5.0129
20.6882,0,28,12,1,0,0,0,7.8293,1.1
26.5991,0,21,12,0,0,0,0,7.8293,2.9458
22.4526,0,28,13,1,0,0,0,7.8763,5.3968
9.9747,0,25,14,1,0,0,0,7.939,4.3226
23.6436,0,54,12,1,0,0,0,8.0253,8.7984
20.9837,0,26,16,1,0,0,0,8.0253,9.8726
28.0768,0,26,16,1,0,0,0,8.0253,3.2742
17.7327,0,49,13,1,0,0,0,8.2212,7.9032
21.8704,0,21,13,0,1,0,0,8.2212,1.1258
18.4716,0,26,16,1,0,0,0,8.2212,2.379
22.1659,0,30,12,1,1,0,0,8.3387,5.4226
27.3379,0,21,13,1,0,0,0,8.4171,8.9516
20.6882,0,33,12,1,0,0,0,8.4171,2.8903
20.6882,0,33,12,1,0,0,0,8.4171,4.4121
17.2894,0,40,12,1,0,0,0,8.4171,7.5452
25.8602,0,27,16,1,0,0,0,8.4171,8.7984
28.2246,0,21,12,1,0,0,0,8.4171,9.6935
16.255,0,31,12,1,0,0,0,8.5934,4.8149
13.2995,0,27,14,1,1,0,0,8.613,0
35.4654,0,47,17,1,0,0,0,8.613,0.0258
17.7327,0,32,12,1,1,0,0,8.613,6.1129
19.9493,0,28,12,0,1,0,0,8.613,7.0081
22.4245,0,35,14,1,0,0,0,8.613,9.6935
28.0768,0,26,14,1,0,0,0,8.613,9.6935
23.0525,0,37,12,1,0,0,0,8.613,1.4839
32.9533,0,23,12,0,0,0,0,8.613,3.2742
19.2104,0,44,12,1,1,0,0,8.613,3.6323
19.2104,0,44,12,1,1,0,0,8.613,3.6323
33.6922,0,36,12,1,1,0,0,8.613,5.0645
24.9736,0,26,12,1,0,0,0,8.6777,8.2613
28.0768,0,23,14,1,0,0,0,8.7228,1.6629
26.5991,0,32,13,1,1,0,0,8.809,4.1435
17.5022,0,33,12,0,0,0,0,8.809,6.0288
32.51,0,37,12,1,1,0,0,8.809,6.1129
19.506,0,27,12,1,0,0,0,8.809,7.1871
26.1558,0,43,12,1,0,0,0,8.809,7.9032
18.4716,0,27,16,1,0,0,0,8.809,7.9032
18.3238,0,24,12,1,0,0,0,8.809,7.9032
23.0525,0,24,12,1,0,0,0,8.809,8.7984
12.5607,0,34,12,0,1,0,0,8.8481,0.4355
19.2104,0,42,12,1,0,0,0,8.8795,7.0081
12.5607,0,24,13,1,1,0,0,8.8815,6.1129
22.1659,0,27,12,1,0,0,0,8.9246,1.9952
13.2995,0,23,12,1,1,0,0,9.0049,3.4274
26.5991,0,26,16,1,0,0,0,9.0049,6.1129
19.2104,0,27,12,1,1,0,0,9.0049,9.6935
25.8602,0,37,12,1,1,0,0,9.0049,5.9597
16.9939,0,37,12,1,0,0,0,9.0166,0.8931
13.2995,0,26,12,1,0,1,0,9.0558,0
16.9939,0,23,12,1,0,0,0,9.097,0.6836
18.4716,0,26,13,1,0,0,0,9.2008,4.6806
0,0,27,16,1,0,0,0,9.2008,7.6884
23.6436,0,27,12,0,0,0,0,9.2008,9.5145
23.0525,0,29,14,1,0,0,0,9.2008,1.4839
33.3966,0,25,16,1,0,0,0,9.2008,2.5581
24.6278,0,26,12,1,0,0,0,9.2635,3.0246
17.2894,0,22,14,1,0,0,0,9.2792,7.6168
29.5545,0,28,12,1,0,0,0,9.2988,0
20.431,0,46,12,1,0,0,0,9.3948,9.2012
1.5398,0,33,17,0,0,0,0,9.3967,0
25.1214,0,23,12,1,0,0,0,9.3967,2.5323
0,0,23,12,1,0,0,0,9.3967,2.5323
31.0323,0,23,13,1,0,0,0,9.3967,7.9032
25.5647,0,26,16,1,0,0,0,9.3967,5.7806
23.6436,0,24,16,0,1,0,0,9.4947,5.2177
14.7773,0,37,12,1,1,0,0,9.5868,2.031
23.6436,0,50,16,0,0,0,0,9.5927,0
23.6436,0,26,13,1,0,0,0,9.5927,0
22.1659,0,21,12,0,1,0,0,9.5927,0.7161
24.6426,0,25,12,1,1,0,0,9.5927,5.371
18.442,0,24,13,1,1,0,0,9.5927,1.6371
19.2104,0,24,12,0,1,0,0,9.5927,1.9952
14.7773,0,32,14,1,1,0,0,9.5927,2.3353
17.7209,0,27,16,1,0,0,0,9.5927,2.5323
17.7327,0,21,12,1,0,1,0,9.5927,2.5323
31.0323,0,24,16,1,0,0,0,9.5927,2.8903
17.7327,0,45,14,1,0,0,0,9.5927,3.6065
16.286,0,38,12,1,0,0,0,9.5927,3.9645
23.6436,0,27,15,1,0,0,0,9.5927,4.8597
12.7084,0,20,12,1,1,0,0,9.5927,6.7091
22.1659,0,23,12,1,1,0,0,9.5927,7.0081
25.015,0,33,12,1,0,0,0,9.5927,7.0081
22.3137,0,24,13,1,0,0,0,9.5927,7.1871
15.3684,0,44,12,1,0,0,0,9.5927,7.1871
19.2104,0,34,12,1,1,0,0,9.5927,7.3661
14.7773,0,23,12,1,1,0,0,9.5927,7.3661
25.1214,0,27,12,1,1,0,0,9.5927,7.7242
25.7124,0,25,16,1,0,0,0,9.5927,7.9032
23.6436,0,22,12,1,0,0,0,9.5927,7.9032
16.9939,0,24,16,0,0,0,0,9.5927,7.9032
16.255,0,23,12,1,0,0,0,9.5927,7.9032
17.7327,0,31,16,1,0,0,0,9.5927,7.9032
26.5991,0,23,12,1,1,0,0,9.5927,7.9032
32.6578,0,27,12,1,0,0,0,9.5927,8.0823
23.6436,0,20,12,1,1,0,0,9.5927,8.6194
17.7327,0,20,12,1,0,0,0,9.5927,8.7984
17.4372,0,52,15,1,0,0,0,9.5927,8.7984
26.5991,0,33,16,1,0,0,0,9.5927,9.3355
21.2793,0,40,12,1,0,0,0,9.5927,9.3355
20.2596,0,31,12,1,1,0,0,9.5927,9.4662
22.5353,0,35,12,1,0,0,0,9.5927,9.6935
13.2995,0,33,12,0,0,0,0,9.5927,9.6935
17.7327,0,22,12,1,0,0,0,9.5927,9.6935
42.8541,0,29,16,1,1,0,0,9.5927,0.5887
21.9827,0,26,12,1,0,0,0,9.5927,1.1258
24.8849,0,23,12,1,0,0,0,9.5927,1.2153
23.3481,0,30,12,1,0,0,0,9.5927,1.4839
22.1659,0,43,12,1,0,0,0,9.5927,1.4839
22.1659,0,43,12,1,0,0,0,9.5927,1.4839
25.1214,0,31,12,1,0,0,0,9.5927,1.4839
20.6882,0,23,12,1,0,0,0,9.5927,1.4839
21.2793,0,23,13,1,0,0,0,9.5927,1.4839
32.51,0,28,16,1,0,0,0,9.5927,1.4839
29.5545,0,30,12,1,0,0,0,9.5927,1.4839
23.6436,0,53,12,1,1,0,0,9.5927,1.4839
29.5545,0,32,12,1,0,0,0,9.5927,1.4839
29.3388,0,43,12,1,0,0,0,9.5927,1.7399
29.3388,0,43,12,1,0,0,0,9.5927,1.7399
22.1659,0,37,17,0,0,0,0,9.5927,3.0056
21.427,0,23,12,1,1,0,0,9.5927,3.2742
25.8602,0,28,12,1,1,0,0,9.5927,4.1694
28.8157,0,27,14,0,1,0,0,9.5927,5.0645
29.5545,0,46,12,0,0,0,0,9.5927,5.0645
25.8972,0,30,12,1,1,0,0,9.5927,6.8548
36.9432,0,35,17,1,0,0,0,9.5927,4.7581
23.6436,0,26,15,1,0,0,0,9.5966,9.3355
23.6436,0,25,12,1,0,0,0,9.6417,8.7368
25.1214,0,24,12,1,0,0,0,9.7063,6.6242
22.2841,0,22,14,1,0,0,0,9.7279,0.1411
36.9432,0,27,13,1,0,0,0,9.7357,0.0516
23.6436,0,36,12,1,1,0,0,9.7494,5.0645
14.7773,0,35,13,1,0,0,0,9.7886,1.269
31.0323,0,34,12,1,1,0,0,9.7886,3.2742
31.0323,0,28,14,1,0,0,0,9.9845,2.5323
26.5991,0,18,12,1,0,0,0,9.9845,3.2742
56.8925,0,21,12,1,0,0,0,0.0688,1.2153
21.2793,0,28,16,1,1,0,0,0.0825,9.3355
0,0,24,14,1,0,0,0,0.1413,0
33.9877,0,30,12,1,0,0,0,0.1804,5.7548
0,0,42,12,1,0,0,0,0.1804,7.4556
29.5545,0,24,12,1,0,0,0,0.1804,9.6935
17.7327,0,40,12,1,0,0,0,0.1804,9.6935
22.9048,0,25,17,1,0,0,0,0.1804,1.0363
28.5201,0,27,17,1,0,0,0,0.1804,1.5788
42.8541,0,24,16,1,0,0,0,0.2,7.9032
23.0525,0,25,16,0,1,0,0,0.2333,9.3355
19.9301,0,53,16,1,0,0,0,0.3431,0.1125
32.51,0,28,12,1,0,0,0,0.3764,7.9032
16.9939,0,20,12,1,0,0,0,0.3764,8.6552
22.1659,0,26,12,1,0,0,0,0.3764,0.9468
20.6882,0,33,12,1,0,0,0,0.5037,1.4839
12.4129,0,24,14,0,0,0,0,0.5723,1.6371
16.255,0,38,12,0,1,0,0,0.5723,4.3226
24.5303,0,27,12,1,0,0,0,0.5723,7.5452
88.6636,0,27,16,1,0,0,0,0.5723,8.6194
29.5545,0,31,13,1,0,0,0,0.5723,8.7984
23.6436,0,26,15,1,0,0,0,0.5723,8.7984
22.1659,0,28,16,1,0,0,0,0.5723,8.7984
35.4654,0,26,17,1,0,0,0,0.5723,8.9774
20.6882,0,52,12,1,0,0,0,0.5723,8.9774
22.4614,0,25,12,1,0,0,0,0.5723,0.5887
22.1659,0,24,12,1,0,0,0,0.5723,0.7677
25.3105,0,41,12,1,0,0,0,0.5723,1.4839
32.5868,0,40,12,1,0,0,0,0.5723,4.7727
32.5868,0,40,12,1,0,0,0,0.5723,4.7727
7.3886,0,32,13,1,0,0,0,0.5723,5.0645
31.0323,0,24,12,1,1,0,0,0.5723,5.9597
7.8822,0,46,12,1,1,0,0,0.5723,2.2258
31.0323,0,31,13,1,0,0,0,0.5723,3.6581
39.012,0,25,15,0,0,0,0,0.7388,1.4839
44.3318,0,29,12,1,0,0,0,0.7682,0
17.4372,0,25,14,0,0,0,0,0.7682,4.3226
22.1659,0,42,16,1,0,0,0,0.7682,9.6935
27.4857,0,24,12,1,0,0,0,0.7682,3.2742
26.3035,0,25,14,1,1,0,0,0.7682,3.2742
20.963,0,44,12,1,0,0,0,0.8956,2.1742
23.3481,0,27,12,0,0,0,0,0.9642,8.4403
28.4462,0,28,14,1,0,0,0,0.9642,0.5887
22.0181,0,33,16,1,0,0,0,0.9642,1.4839
26.2296,0,25,16,1,0,0,0,0.9642,4.7065
25.1214,0,26,12,1,1,0,0,1.117,2.379
15.0492,0,39,12,1,0,0,0,1.1385,0.3667
19.6538,0,31,14,1,0,0,0,1.1405,0.1411
19.6538,0,31,14,1,0,0,0,1.1405,0.1411
23.6436,0,23,13,1,1,0,0,1.1601,7.9032
12.2326,0,42,12,1,0,0,0,1.1601,1.4839
0,0,36,14,1,0,0,0,1.1601,3.4604
21.2793,0,26,12,1,0,0,0,1.1601,4.1694
24.7874,0,46,17,0,0,0,0,1.258,4.0942
35.4654,0,31,12,1,0,0,0,1.356,5.0387
21.7226,0,27,12,1,1,0,0,1.356,0.5887
25.5588,0,25,12,1,0,1,0,1.5127,6.5863
41.3763,0,42,16,1,0,0,0,1.5519,0
0,0,28,12,1,0,0,0,1.5519,8.3662
21.7226,0,28,12,1,0,0,0,1.5519,0.5629
16.255,0,27,13,1,0,0,0,1.5519,4.3226
15.6388,0,35,12,1,1,0,0,1.5519,4.3226
15.6388,0,35,12,1,1,0,0,1.5519,4.3226
26.5991,0,26,12,1,0,0,0,1.5519,5.2177
19.2104,0,19,12,1,0,0,0,1.5519,5.7548
20.6882,0,29,12,1,0,0,0,1.5519,7.0081
25.1214,0,34,12,1,1,0,0,1.5519,7.9032
44.3318,0,28,16,1,0,0,0,1.5519,8.6194
23.3481,0,31,16,1,0,0,0,1.5519,8.7984
17.7327,0,37,15,0,1,0,0,1.5519,9.2102
31.0323,0,40,12,1,0,0,0,1.5519,9.6935
44.3318,0,37,12,1,0,0,0,1.5519,9.6935
0,0,48,12,1,0,0,0,1.5519,0.2306
19.2104,0,43,12,1,0,0,0,1.5519,0.5887
28.8157,0,26,16,1,0,0,0,1.5519,0.5887
19.9493,0,29,12,1,0,0,0,1.5519,0.5887
23.0525,0,27,12,1,0,0,0,1.5519,1.1204
23.2003,0,22,14,1,0,0,0,1.5519,1.4839
26.5991,0,23,12,1,0,0,0,1.5519,1.4839
12.5341,0,21,12,1,0,0,0,1.5519,1.4839
23.6436,0,36,12,1,0,0,0,1.5519,1.4839
29.4925,0,26,16,1,0,0,0,1.5519,1.4839
21.427,0,33,12,1,0,0,0,1.5519,1.4839
24.3825,0,37,12,1,0,0,0,1.5519,2.379
33.2488,0,29,16,0,0,0,0,1.5519,2.7371
31.5051,0,25,14,1,0,0,0,1.5519,2.9161
27.6335,0,27,16,1,0,0,0,1.5519,3.2742
22.9048,0,41,17,1,0,0,0,1.5519,3.2742
23.6436,0,29,16,1,0,0,0,1.5519,3.2742
22.1659,0,34,14,1,0,0,0,1.5519,3.2742
26.6331,0,45,12,1,0,0,0,1.5519,3.6323
21.427,0,41,12,1,1,0,0,1.5519,4.8855
26.4232,0,35,13,1,1,0,0,1.5519,5.9597
58.6657,0,23,12,1,0,0,0,1.5519,5.9597
36.9432,0,43,17,0,0,0,0,1.5519,5.9597
38.4209,0,21,12,1,0,0,0,1.5519,6.1387
35.4654,0,22,12,1,0,0,0,1.5519,6.7653
53.937,0,25,17,1,0,0,0,1.5519,1.1516
44.3318,0,23,16,1,0,0,0,1.5519,5.8065
22.1659,0,28,14,1,0,0,0,1.6499,6.8548
22.1659,0,44,13,1,0,0,0,1.6793,1.9189
2.2166,0,23,12,0,0,0,0,1.7479,1.4133
18.6194,0,39,14,1,0,0,0,1.7479,1.8419
25.1214,0,23,12,1,0,0,0,1.8654,1.4839
18.7671,0,24,14,1,1,0,0,1.8693,6.3535
35.3177,0,24,13,1,0,1,0,1.9222,4.7423
24.3825,0,51,12,1,0,0,0,1.9438,9.1565
21.1315,0,34,12,1,0,0,0,1.9438,0.4097
18.3238,0,27,12,1,0,0,0,1.9438,0.5887
22.1659,0,29,17,1,0,0,0,1.9438,1.7524
36.9432,0,26,14,1,1,0,0,1.9438,5.9597
25.8602,0,26,13,1,0,1,0,1.9536,5.6717
41.3763,0,23,14,0,0,0,0,2.1397,8.7984
23.6436,0,46,12,1,0,0,0,2.1397,2.6225
61.769,0,27,12,0,0,0,0,2.1397,5.4226
33.2488,0,30,17,1,1,0,0,2.1397,7.929
29.5545,0,25,12,1,1,0,0,2.1397,3.3
26.5991,0,27,14,1,0,0,0,2.2181,3.3064
14.7773,0,27,17,1,0,0,0,2.2377,2.379
26.8769,0,50,12,1,0,0,0,2.3063,7.5441
26.8769,0,50,12,1,0,0,0,2.3063,7.5441
26.8769,0,50,12,1,0,0,0,2.3063,7.5441
25.3992,0,48,12,1,0,0,0,2.3219,3.8811
29.0373,0,24,16,1,0,0,0,2.3356,2.8803
31.0323,0,25,12,1,0,1,0,2.3356,4.1694
23.2698,0,37,12,1,0,0,0,2.4414,6.385
23.2698,0,37,12,1,0,0,0,2.4414,6.385
23.6436,0,29,12,1,1,0,0,2.5316,8.6194
35.4654,0,27,15,1,0,0,0,2.5316,0.5887
22.1659,0,41,12,1,0,1,0,2.5316,0.9468
22.1659,0,29,12,1,0,0,0,2.5316,1.4839
23.6436,0,27,16,1,0,0,0,2.5316,1.4839
23.6436,0,44,12,1,0,0,0,2.5316,2.379
37.2387,0,26,13,1,0,0,0,2.5316,2.379
26.5991,0,34,12,1,0,0,0,2.5316,2.379
24.3825,0,20,12,1,0,0,0,2.5316,3.2742
28.5201,0,43,14,1,0,0,0,2.5316,3.2742
25.5647,0,47,12,1,0,1,0,2.5316,5.0287
29.5545,0,31,12,1,0,0,0,2.5316,5.0645
24.9736,0,33,12,1,0,0,0,2.5316,6.4968
29.5545,0,24,12,0,1,0,0,2.5316,6.8548
42.8541,0,27,16,0,0,0,0,2.5316,0.4355
26.5991,0,23,14,1,0,0,0,2.5316,3.6581
28.8157,0,27,17,1,0,0,0,2.5943,8.2613
17.7327,0,50,16,0,0,0,0,2.6295,9.6935
20.6882,0,22,14,1,0,0,0,2.6824,4.7065
27.7813,0,31,12,1,1,0,0,2.7275,1.5039
20.6882,0,34,12,1,0,0,0,2.7275,8.6194
22.9048,0,28,12,1,0,0,0,2.7275,0.0516
26.5991,0,26,12,1,0,0,0,2.7275,1.4839
22.9048,0,46,12,1,0,0,0,2.7275,1.8419
24.0869,0,27,17,1,0,0,0,2.7275,2.379
24.3825,0,47,13,1,0,0,0,2.7275,2.5581
27.0424,0,29,17,1,0,0,0,2.9234,1.4839
26.4513,0,24,16,0,0,0,0,2.9234,2.379
28.0768,0,30,16,1,0,0,0,2.9234,3.2742
14.7773,0,23,12,1,0,0,0,2.9822,4.0333
0,0,27,15,1,0,0,0,3.1193,0
25.1952,0,25,12,1,0,0,0,3.1193,4.0745
27.6335,0,26,12,1,0,0,0,3.3153,6.7671
0,0,26,12,1,0,0,0,3.5112,0
21.2793,0,25,12,1,0,0,0,3.5112,1.279
31.0323,0,32,12,1,0,0,0,3.5112,3.7855
66.4977,0,32,12,1,0,1,0,3.5112,3.9645
39.974,0,50,16,0,0,0,0,3.5112,4.3226
20.8507,0,25,13,0,0,0,0,3.5112,4.3226
23.6436,0,33,12,1,1,0,0,3.5112,4.3226
12.738,0,27,12,1,0,0,0,3.5112,5.0387
