re78,treat,age,education,married,black,hispanic,nodegree,re74,re75,u74,u75
13.2995,0,22,12,1,1,0,0,3.6659,7.9032,0,0
33.9877,0,42,13,1,0,0,0,3.7012,0,0,1
0.665,0,22,12,1,1,0,0,3.7149,0,0,1
12.5607,0,47,12,1,0,0,0,3.7149,0,0,1
22.9048,0,26,12,1,0,0,0,3.7149,0.7161,0,0
14.0384,0,21,12,1,0,0,0,3.7149,3.2226,0,0
0,0,25,16,0,0,0,0,3.7149,6.0423,0,0
17.7327,0,25,12,1,1,0,0,3.7149,8.2355,0,0
15.9594,0,23,12,0,0,0,0,3.7149,0.7419,0,0
9.6052,0,33,12,0,1,0,0,3.7149,1.1,0,0
23.5313,0,55,16,1,1,0,0,3.7149,1.9952,0,0
14.7773,0,47,12,1,1,0,0,3.7149,2.4338,0,0
8.8664,0,20,12,1,1,0,0,3.7149,2.5323,0,0
11.8218,0,26,12,1,1,0,0,3.7149,2.5323,0,0
14.7773,0,31,12,1,0,0,0,3.7149,2.5323,0,0
2.5639,0,30,12,1,0,0,0,3.7149,2.5323,0,0
11.6519,0,21,12,0,1,0,0,3.7149,3.3397,0,0
6.8271,0,28,17,1,0,0,0,3.7149,3.4274,0,0
17.7327,0,24,12,1,0,0,0,3.7149,3.4274,0,0
19.2104,0,28,12,1,0,0,0,3.7149,3.6065,0,0
22.1659,0,23,12,0,0,0,0,3.7149,4.3226,0,0
26.5991,0,35,12,0,0,0,0,3.7149,5.0387,0,0
13.4473,0,27,14,1,0,0,0,3.7149,5.2177,0,0
24.2052,0,23,12,1,0,0,0,3.7149,5.7548,0,0
16.255,0,24,12,1,1,0,0,3.7149,6.1129,0,0
16.255,0,24,12,1,0,0,0,3.7149,6.1129,0,0
14.6295,0,39,12,1,1,0,0,3.7149,7.0081,0,0
26.0819,0,33,12,1,0,0,0,3.7149,8.0823,0,0
30.1456,0,45,14,1,0,0,0,3.7149,9.1027,0,0
30.1456,0,45,14,1,0,0,0,3.7149,9.1027,0,0
25.8602,0,27,12,1,1,0,0,3.7149,9.425,0,0
6.6498,0,45,17,1,0,0,0,3.7149,3.0952,0,0
31.6233,0,23,16,0,0,0,0,3.7149,5.6016,0,0
29.5545,0,26,17,1,0,0,0,3.7149,9.5403,0,0
20.6882,0,27,14,0,1,0,0,3.8128,7.0367,0,0
0.5911,0,21,14,1,0,0,0,3.8324,8.778,0,0
19.6538,0,20,12,1,0,0,0,3.903,4.3226,0,0
19.2104,0,29,12,1,0,0,0,3.9108,7.1613,0,0
16.218,0,22,12,1,0,1,0,3.9108,8.6115,0,0
19.2104,0,24,12,0,0,0,0,3.9108,3.4274,0,0
15.0728,0,27,12,1,0,0,0,3.9108,4.8597,0,0
14.7773,0,23,12,1,0,0,0,4.0636,1.1,0,0
37.8298,0,24,16,1,0,0,0,4.0675,4.7065,0,0
2.9555,0,23,16,0,0,0,0,4.1067,6.2661,0,0
17.7327,0,33,14,1,0,0,0,4.1067,4.3226,0,0
22.1659,0,21,12,0,0,0,0,4.1067,7.9032,0,0
0,0,23,12,1,0,0,0,4.1067,3.4532,0,0
14.7773,0,20,12,1,1,0,0,4.3222,7.9032,0,0
7.3886,0,24,12,1,0,0,0,4.3732,9.6935,0,0
14.7773,0,29,12,1,1,0,0,4.3928,5.3968,0,0
10.0485,0,34,12,1,0,0,0,4.4986,4.3226,0,0
14.5793,0,44,12,1,0,0,0,4.4986,4.4246,0,0
19.2104,0,23,12,1,0,0,0,4.4986,9.3355,0,0
21.6782,0,26,14,1,1,0,0,4.5064,7.1871,0,0
17.7327,0,51,12,1,0,0,0,4.5338,9.246,0,0
26.5991,0,41,12,1,0,0,0,4.6847,3.2742,0,0
17.7327,0,37,13,1,0,0,0,4.6945,8.9516,0,0
20.6882,0,26,16,1,0,0,0,4.6945,1.6371,0,0
11.8218,0,24,12,1,1,0,0,4.6945,1.8161,0,0
21.3975,0,22,14,1,1,0,0,4.6945,2.5323,0,0
14.0798,0,27,12,1,1,0,0,4.6945,3.4274,0,0
20.6882,0,23,13,1,0,0,0,4.6945,4.3226,0,0
19.2104,0,27,12,1,0,0,0,4.6945,4.3226,0,0
19.2104,0,28,12,1,1,0,0,4.6945,4.8597,0,0
23.6436,0,21,12,1,0,0,0,4.6945,5.2177,0,0
0,0,28,12,1,0,0,0,4.6945,5.9339,0,0
0,0,22,13,1,0,0,0,4.6945,6.1129,0,0
26.5991,0,20,12,1,0,0,0,4.6945,6.1129,0,0
27.3379,0,24,16,1,0,0,0,4.6945,6.471,0,0
21.8704,0,22,12,1,0,0,0,4.6945,6.829,0,0
37.8298,0,27,12,1,0,1,0,4.6945,6.829,0,0
21.2793,0,35,12,1,1,0,0,4.6945,7.1871,0,0
29.5545,0,23,16,1,0,0,0,4.6945,9.6935,0,0
2.9555,0,22,16,1,0,0,0,4.6945,9.6935,0,0
25.1214,0,23,16,1,0,0,0,4.6945,3.2742,0,0
31.0323,0,20,12,1,0,0,0,4.6945,6.8548,0,0
14.0384,0,22,12,1,1,0,0,4.7905,4.6806,0,0
27.963,0,24,12,1,0,0,0,4.8904,0.7197,0,0
0,0,26,12,1,0,0,0,4.8904,0.7419,0,0
0,0,42,12,1,1,0,0,4.9884,1.1859,0,0
13.9867,0,28,15,1,0,0,0,5.0824,8.6194,0,0
32.51,0,24,13,1,0,0,0,5.2823,4.3226,0,0
13.1518,0,50,12,1,0,0,0,5.2823,4.3226,0,0
13.1518,0,50,12,1,0,0,0,5.2823,4.3226,0,0
14.0384,0,28,13,1,0,0,0,5.2823,4.3226,0,0
25.1214,0,25,12,1,0,0,0,5.2823,6.1129,0,0
14.7773,0,31,12,0,1,0,0,5.2823,7.9032,0,0
28.0768,0,32,16,1,1,0,0,5.2823,9.6935,0,0
21.8704,0,22,12,1,0,0,0,5.2823,9.6935,0,0
18.6607,0,22,13,1,1,0,0,5.4038,4.3208,0,0
11.0829,0,26,12,1,1,0,0,5.4116,8.9516,0,0
14.1862,0,22,12,1,0,0,0,5.4782,8.9516,0,0
12.6154,0,29,12,0,0,0,0,5.4782,4.3709,0,0
15.6639,0,53,17,1,0,0,0,5.4782,6.3994,0,0
31.3278,0,25,12,1,0,0,0,5.4782,7.7242,0,0
19.9493,0,26,12,1,1,0,0,5.4782,8.1754,0,0
19.2104,0,24,16,0,0,0,0,5.5879,9.5056,0,0
41.3763,0,27,17,0,0,0,0,5.6741,0,0,1
20.6882,0,46,12,1,0,0,0,5.6741,0.734,0,0
10.5125,0,25,12,1,1,0,0,5.6741,3.7382,0,0
1.7334,0,21,13,0,0,0,0,5.6741,4.9467,0,0
28.0768,0,37,12,1,0,0,0,5.6741,8.9516,0,0
28.0768,0,37,12,1,0,0,0,5.6741,8.9516,0,0
31.0323,0,28,15,1,1,0,0,5.6741,9.4529,0,0
28.9634,0,22,12,0,0,0,0,5.6741,0.7419,0,0
20.6882,0,22,12,0,0,0,0,5.6741,1.6371,0,0
19.2104,0,27,12,1,0,0,0,5.6741,2.5323,0,0
25.1214,0,21,13,1,1,0,0,5.6741,2.5323,0,0
17.7327,0,49,16,1,0,0,0,5.6741,2.8903,0,0
0,0,26,12,1,0,0,0,5.6741,3.4274,0,0
13.8906,0,33,14,1,0,0,0,5.6741,3.4274,0,0
15.9594,0,28,15,1,0,0,0,5.6741,3.7855,0,0
25.8602,0,29,17,1,0,0,0,5.6741,4.1435,0,0
11.8218,0,54,16,1,1,0,0,5.6741,4.3226,0,0
20.7029,0,25,14,1,0,1,0,5.6741,4.3226,0,0
13.2995,0,32,12,1,0,0,0,5.6741,4.3226,0,0
16.255,0,40,12,1,0,0,0,5.6741,4.3226,0,0
16.255,0,40,12,1,0,0,0,5.6741,4.3226,0,0
22.1659,0,27,16,1,0,0,0,5.6741,4.3226,0,0
17.7327,0,24,12,1,0,0,0,5.6741,4.6806,0,0
13.8315,0,43,12,1,0,0,0,5.6741,4.6806,0,0
19.0627,0,25,16,1,0,0,0,5.6741,5.2177,0,0
15.5161,0,26,12,1,1,0,0,5.6741,5.2177,0,0
17.7327,0,34,12,1,1,0,0,5.6741,5.7548,0,0
25.1214,0,21,13,1,0,0,0,5.6741,5.9339,0,0
11.8218,0,21,12,1,1,0,0,5.6741,6.1129,0,0
19.2104,0,23,12,1,1,0,0,5.6741,6.2024,0,0
35.0221,0,26,12,1,0,0,0,5.6741,6.471,0,0
16.255,0,28,14,1,0,0,0,5.6741,6.7574,0,0
19.2104,0,26,17,1,0,0,0,5.6741,6.829,0,0
26.5991,0,20,14,0,0,0,0,5.6741,7.0081,0,0
20.6882,0,26,12,1,1,0,0,5.6741,7.9838,0,0
19.2104,0,21,12,1,1,0,0,5.6741,9.6935,0,0
32.51,0,41,12,1,0,0,0,5.6741,9.6935,0,0
28.8157,0,28,16,1,0,0,0,5.6741,9.6935,0,0
26.5991,0,23,16,0,0,0,0,5.6741,1.4839,0,0
31.7711,0,22,12,1,0,0,0,5.6741,2.9161,0,0
27.3379,0,27,14,0,0,1,0,5.6741,3.2742,0,0
29.5545,0,26,16,1,0,0,0,5.6741,3.2742,0,0
0,0,54,12,1,0,0,0,5.6741,5.0645,0,0
0,0,54,12,1,0,0,0,5.6741,5.0645,0,0
20.6882,0,54,12,0,1,0,0,5.6741,5.0645,0,0
29.259,0,37,16,0,0,0,0,5.6741,6.8548,0,0
22.0181,0,32,13,1,0,0,0,5.6741,0.4355,0,0
10.1963,0,29,12,1,0,0,0,5.6781,7.4879,0,0
35.4654,0,22,13,1,0,0,0,5.8701,5.8265,0,0
27.7813,0,23,12,1,1,0,0,5.8701,0.4355,0,0
17.4446,0,36,12,1,0,0,0,5.874,2.7274,0,0
14.7773,0,21,13,1,0,0,0,5.9602,1.4839,0,0
14.4817,0,21,12,1,0,0,0,5.9876,6.2919,0,0
19.506,0,26,12,1,1,0,0,5.9876,7.9032,0,0
13.2995,0,28,12,1,1,0,0,5.9876,9.6935,0,0
14.7773,0,43,12,1,0,0,0,5.9896,4.3226,0,0
20.4606,0,27,12,1,1,0,0,6.0111,6.1129,0,0
29.5841,0,36,17,0,0,0,0,6.015,0.7935,0,0
25.5647,0,23,12,1,0,0,0,6.066,4.8339,0,0
17.7327,0,31,12,1,0,0,0,6.066,5.0387,0,0
18.4716,0,25,14,1,0,0,0,6.066,5.2177,0,0
19.2104,0,35,12,1,1,0,0,6.066,6.086,0,0
20.6882,0,23,16,1,0,0,0,6.066,6.829,0,0
28.8157,0,21,12,1,0,0,0,6.066,0.5887,0,0
2.9555,0,22,12,0,0,0,0,6.2306,9.8468,0,0
22.1659,0,36,12,1,1,0,0,6.2619,1.3048,0,0
11.9696,0,21,12,1,0,0,0,6.307,8.5298,0,0
0,0,28,12,1,0,0,0,6.3932,3.2985,0,0
21.8704,0,24,12,1,0,1,0,6.4578,8.9516,0,0
15.1467,0,30,12,0,0,0,0,6.4578,4.6806,0,0
17.2894,0,44,12,1,0,0,0,6.4578,6.1129,0,0
19.9493,0,30,12,1,0,0,0,6.4578,6.65,0,0
20.6882,0,34,12,1,0,0,0,6.4578,6.829,0,0
40.6375,0,26,16,1,0,0,0,6.4578,1.4839,0,0
18.4716,0,23,16,1,0,0,0,6.4578,1.4839,0,0
19.6538,0,20,12,0,0,0,0,6.497,9.604,0,0
8.8664,0,26,13,0,0,0,0,6.6538,3.5806,0,0
7.3886,0,21,12,1,1,0,0,6.6538,9.8468,0,0
17.7327,0,25,12,1,0,0,0,6.6538,2.1814,0,0
16.9939,0,23,15,1,0,0,0,6.6538,3.4274,0,0
22.9048,0,25,12,0,1,0,0,6.6538,4.8597,0,0
17.4372,0,28,16,1,0,0,0,6.6538,5.3968,0,0
19.506,0,38,14,1,0,0,0,6.6538,6.1129,0,0
17.7327,0,29,17,1,0,0,0,6.6538,6.1129,0,0
20.6882,0,24,17,1,0,0,0,6.6538,6.65,0,0
21.8704,0,25,16,1,1,0,0,6.6538,7.0081,0,0
16.255,0,55,12,1,0,0,0,6.6538,7.5452,0,0
0,0,30,14,1,0,0,0,6.6538,7.5452,0,0
19.2104,0,21,12,0,0,0,0,6.6538,7.9032,0,0
17.7327,0,26,12,1,0,0,0,6.6538,7.9032,0,0
16.255,0,34,12,1,0,0,0,6.6538,9.5324,0,0
26.008,0,22,12,1,0,0,0,6.6538,9.6935,0,0
37.682,0,22,16,0,0,0,0,6.6538,2.7371,0,0
23.6436,0,27,15,0,0,0,0,6.6538,3.2742,0,0
2.9555,0,26,12,0,0,0,0,6.6538,3.2742,0,0
29.5545,0,26,16,1,0,0,0,6.6538,4.7065,0,0
40.6375,0,24,14,1,1,0,0,6.6538,8.4661,0,0
28.8157,0,26,14,0,1,0,0,6.6675,1.4839,0,0
7.566,0,23,12,1,1,0,0,6.7086,0.4913,0,0
1.921,0,28,14,0,0,0,0,6.8497,2.1742,0,0
0,0,21,12,1,0,0,0,6.8497,5.3968,0,0
18.9784,0,30,12,1,0,0,0,6.8497,7.3661,0,0
25.1214,0,24,12,1,0,0,0,6.8497,8.6194,0,0
17.7327,0,51,12,1,0,0,0,6.8497,9.6935,0,0
35.4654,0,21,14,0,0,0,0,6.8497,9.6935,0,0
24.0869,0,22,14,1,1,0,0,6.8497,1.1258,0,0
23.0806,0,24,12,1,0,0,0,6.885,9.3115,0,0
25.5144,0,23,15,1,0,0,0,6.9555,0.8447,0,0
38.7164,0,26,14,1,0,0,0,7.0456,5.0645,0,0
18.176,0,45,12,1,0,0,0,7.1044,6.3815,0,0
14.7773,0,46,13,1,0,0,0,7.2415,5.7548,0,0
33.5444,0,29,12,1,0,0,0,7.2415,9.6864,0,0
24.5303,0,26,14,1,0,0,0,7.2415,0.5887,0,0
22.1659,0,27,16,1,0,0,0,7.2415,4.8855,0,0
14.7714,0,26,14,1,0,0,0,7.4375,7.1613,0,0
18.4716,0,20,15,1,0,0,0,7.4375,8.0565,0,0
21.427,0,23,12,1,0,0,0,7.4375,2.5323,0,0
15.5161,0,30,16,1,0,0,0,7.4375,7.8674,0,0
16.255,0,24,12,1,0,0,0,7.4375,2.379,0,0
23.6436,0,23,12,1,0,0,0,7.6334,0,0,1
0,0,34,12,1,0,0,0,7.6334,0,0,1
22.1659,0,24,12,1,0,1,0,7.6334,4.8482,0,0
21.8585,0,43,12,1,1,0,0,7.6334,0.7419,0,0
16.255,0,28,14,1,1,0,0,7.6334,2.5323,0,0
28.8157,0,20,12,1,0,0,0,7.6334,5.2177,0,0
15.5161,0,23,12,1,1,0,0,7.6334,5.2177,0,0
26.5991,0,27,14,1,1,0,0,7.6334,6.1129,0,0
19.2104,0,53,12,1,0,0,0,7.6334,6.1129,0,0
22.1659,0,28,16,1,0,0,0,7.6334,6.1129,0,0
25.1214,0,26,12,1,0,0,0,7.6334,6.1129,0,0
18.6194,0,25,15,1,0,0,0,7.6334,6.1129,0,0
19.6996,0,29,14,1,0,0,0,7.6334,7.1871,0,0
23.6436,0,26,12,1,1,0,0,7.6334,7.4163,0,0
22.1659,0,55,16,1,0,0,0,7.6334,7.9032,0,0
14.7773,0,22,12,1,0,1,0,7.6334,7.9032,0,0
15.8117,0,33,12,1,0,0,0,7.6334,7.9032,0,0
8.8664,0,34,14,1,0,1,0,7.6334,7.9032,0,0
19.9493,0,24,12,1,0,0,0,7.6334,8.4403,0,0
32.51,0,24,12,1,0,0,0,7.6334,8.75,0,0
18.4716,0,26,12,1,1,0,0,7.6334,8.7984,0,0
19.9493,0,45,12,1,0,0,0,7.6334,8.7984,0,0
23.6436,0,22,12,1,0,0,0,7.6334,9.6935,0,0
2.0688,0,55,14,1,0,0,0,7.6334,9.6935,0,0
11.5263,0,24,12,1,0,0,0,7.6334,9.6935,0,0
4.4332,0,23,12,1,0,0,0,7.6334,1.5465,0,0
22.1659,0,24,13,0,1,0,0,7.6334,5.0645,0,0
23.6436,0,31,13,1,0,0,0,7.6334,5.0645,0,0
28.0768,0,43,12,1,0,0,0,7.6334,6.8548,0,0
28.0768,0,43,12,1,0,0,0,7.6334,6.8548,0,0
12.2947,0,23,12,1,1,0,0,7.6726,4.3226,0,0
20.6882,0,22,12,1,0,0,0,7.7039,2.5323,0,0
19.2104,0,30,12,1,1,0,0,7.7608,7.3661,0,0
16.2402,0,28,12,0,0,0,0,7.8293,5.0129,0,0
20.6882,0,28,12,1,0,0,0,7.8293,1.1,0,0
26.5991,0,21,12,0,0,0,0,7.8293,2.9458,0,0
22.4526,0,28,13,1,0,0,0,7.8763,5.3968,0,0
9.9747,0,25,14,1,0,0,0,7.939,4.3226,0,0
23.6436,0,54,12,1,0,0,0,8.0253,8.7984,0,0
20.9837,0,26,16,1,0,0,0,8.0253,9.8726,0,0
28.0768,0,26,16,1,0,0,0,8.0253,3.2742,0,0
17.7327,0,49,13,1,0,0,0,8.2212,7.9032,0,0
21.8704,0,21,13,0,1,0,0,8.2212,1.1258,0,0
18.4716,0,26,16,1,0,0,0,8.2212,2.379,0,0
22.1659,0,30,12,1,1,0,0,8.3387,5.4226,0,0
27.3379,0,21,13,1,0,0,0,8.4171,8.9516,0,0
20.6882,0,33,12,1,0,0,0,8.4171,2.8903,0,0
20.6882,0,33,12,1,0,0,0,8.4171,4.4121,0,0
17.2894,0,40,12,1,0,0,0,8.4171,7.5452,0,0
25.8602,0,27,16,1,0,0,0,8.4171,8.7984,0,0
28.2246,0,21,12,1,0,0,0,8.4171,9.6935,0,0
16.255,0,31,12,1,0,0,0,8.5934,4.8149,0,0
13.2995,0,27,14,1,1,0,0,8.613,0,0,1
35.4654,0,47,17,1,0,0,0,8.613,0.0258,0,0
17.7327,0,32,12,1,1,0,0,8.613,6.1129,0,0
19.9493,0,28,12,0,1,0,0,8.613,7.0081,0,0
22.4245,0,35,14,1,0,0,0,8.613,9.6935,0,0
28.0768,0,26,14,1,0,0,0,8.613,9.6935,0,0
23.0525,0,37,12,1,0,0,0,8.613,1.4839,0,0
32.9533,0,23,12,0,0,0,0,8.613,3.2742,0,0
19.2104,0,44,12,1,1,0,0,8.613,3.6323,0,0
19.2104,0,44,12,1,1,0,0,8.613,3.6323,0,0
33.6922,0,36,12,1,1,0,0,8.613,5.0645,0,0
24.9736,0,26,12,1,0,0,0,8.6777,8.2613,0,0
28.0768,0,23,14,1,0,0,0,8.7228,1.6629,0,0
26.5991,0,32,13,1,1,0,0,8.809,4.1435,0,0
17.5022,0,33,12,0,0,0,0,8.809,6.0288,0,0
32.51,0,37,12,1,1,0,0,8.809,6.1129,0,0
19.506,0,27,12,1,0,0,0,8.809,7.1871,0,0
26.1558,0,43,12,1,0,0,0,8.809,7.9032,0,0
18.4716,0,27,16,1,0,0,0,8.809,7.9032,0,0
18.3238,0,24,12,1,0,0,0,8.809,7.9032,0,0
23.0525,0,24,12,1,0,0,0,8.809,8.7984,0,0
12.5607,0,34,12,0,1,0,0,8.8481,0.4355,0,0
19.2104,0,42,12,1,0,0,0,8.8795,7.0081,0,0
12.5607,0,24,13,1,1,0,0,8.8815,6.1129,0,0
22.1659,0,27,12,1,0,0,0,8.9246,1.9952,0,0
13.2995,0,23,12,1,1,0,0,9.0049,3.4274,0,0
26.5991,0,26,16,1,0,0,0,9.0049,6.1129,0,0
19.2104,0,27,12,1,1,0,0,9.0049,9.6935,0,0
25.8602,0,37,12,1,1,0,0,9.0049,5.9597,0,0
16.9939,0,37,12,1,0,0,0,9.0166,0.8931,0,0
13.2995,0,26,12,1,0,1,0,9.0558,0,0,1
16.9939,0,23,12,1,0,0,0,9.097,0.6836,0,0
18.4716,0,26,13,1,0,0,0,9.2008,4.6806,0,0
0,0,27,16,1,0,0,0,9.2008,7.6884,0,0
23.6436,0,27,12,0,0,0,0,9.2008,9.5145,0,0
23.0525,0,29,14,1,0,0,0,9.2008,1.4839,0,0
33.3966,0,25,16,1,0,0,0,9.2008,2.5581,0,0
24.6278,0,26,12,1,0,0,0,9.2635,3.0246,0,0
17.2894,0,22,14,1,0,0,0,9.2792,7.6168,0,0
29.5545,0,28,12,1,0,0,0,9.2988,0,0,1
20.431,0,46,12,1,0,0,0,9.3948,9.2012,0,0
1.5398,0,33,17,0,0,0,0,9.3967,0,0,1
25.1214,0,23,12,1,0,0,0,9.3967,2.5323,0,0
0,0,23,12,1,0,0,0,9.3967,2.5323,0,0
31.0323,0,23,13,1,0,0,0,9.3967,7.9032,0,0
25.5647,0,26,16,1,0,0,0,9.3967,5.7806,0,0
23.6436,0,24,16,0,1,0,0,9.4947,5.2177,0,0
14.7773,0,37,12,1,1,0,0,9.5868,2.031,0,0
23.6436,0,50,16,0,0,0,0,9.5927,0,0,1
23.6436,0,26,13,1,0,0,0,9.5927,0,0,1
22.1659,0,21,12,0,1,0,0,9.5927,0.7161,0,0
24.6426,0,25,12,1,1,0,0,9.5927,5.371,0,0
18.442,0,24,13,1,1,0,0,9.5927,1.6371,0,0
19.2104,0,24,12,0,1,0,0,9.5927,1.9952,0,0
14.7773,0,32,14,1,1,0,0,9.5927,2.3353,0,0
17.7209,0,27,16,1,0,0,0,9.5927,2.5323,0,0
17.7327,0,21,12,1,0,1,0,9.5927,2.5323,0,0
31.0323,0,24,16,1,0,0,0,9.5927,2.8903,0,0
17.7327,0,45,14,1,0,0,0,9.5927,3.6065,0,0
16.286,0,38,12,1,0,0,0,9.5927,3.9645,0,0
23.6436,0,27,15,1,0,0,0,9.5927,4.8597,0,0
12.7084,0,20,12,1,1,0,0,9.5927,6.7091,0,0
22.1659,0,23,12,1,1,0,0,9.5927,7.0081,0,0
25.015,0,33,12,1,0,0,0,9.5927,7.0081,0,0
22.3137,0,24,13,1,0,0,0,9.5927,7.1871,0,0
15.3684,0,44,12,1,0,0,0,9.5927,7.1871,0,0
19.2104,0,34,12,1,1,0,0,9.5927,7.3661,0,0
14.7773,0,23,12,1,1,0,0,9.5927,7.3661,0,0
25.1214,0,27,12,1,1,0,0,9.5927,7.7242,0,0
25.7124,0,25,16,1,0,0,0,9.5927,7.9032,0,0
23.6436,0,22,12,1,0,0,0,9.5927,7.9032,0,0
16.9939,0,24,16,0,0,0,0,9.5927,7.9032,0,0
16.255,0,23,12,1,0,0,0,9.5927,7.9032,0,0
17.7327,0,31,16,1,0,0,0,9.5927,7.9032,0,0
26.5991,0,23,12,1,1,0,0,9.5927,7.9032,0,0
32.6578,0,27,12,1,0,0,0,9.5927,8.0823,0,0
23.6436,0,20,12,1,1,0,0,9.5927,8.6194,0,0
17.7327,0,20,12,1,0,0,0,9.5927,8.7984,0,0
17.4372,0,52,15,1,0,0,0,9.5927,8.7984,0,0
26.5991,0,33,16,1,0,0,0,9.5927,9.3355,0,0
21.2793,0,40,12,1,0,0,0,9.5927,9.3355,0,0
20.2596,0,31,12,1,1,0,0,9.5927,9.4662,0,0
22.5353,0,35,12,1,0,0,0,9.5927,9.6935,0,0
13.2995,0,33,12,0,0,0,0,9.5927,9.6935,0,0
17.7327,0,22,12,1,0,0,0,9.5927,9.6935,0,0
42.8541,0,29,16,1,1,0,0,9.5927,0.5887,0,0
21.9827,0,26,12,1,0,0,0,9.5927,1.1258,0,0
24.8849,0,23,12,1,0,0,0,9.5927,1.2153,0,0
23.3481,0,30,12,1,0,0,0,9.5927,1.4839,0,0
22.1659,0,43,12,1,0,0,0,9.5927,1.4839,0,0
22.1659,0,43,12,1,0,0,0,9.5927,1.4839,0,0
25.1214,0,31,12,1,0,0,0,9.5927,1.4839,0,0
20.6882,0,23,12,1,0,0,0,9.5927,1.4839,0,0
21.2793,0,23,13,1,0,0,0,9.5927,1.4839,0,0
32.51,0,28,16,1,0,0,0,9.5927,1.4839,0,0
29.5545,0,30,12,1,0,0,0,9.5927,1.4839,0,0
23.6436,0,53,12,1,1,0,0,9.5927,1.4839,0,0
29.5545,0,32,12,1,0,0,0,9.5927,1.4839,0,0
29.3388,0,43,12,1,0,0,0,9.5927,1.7399,0,0
29.3388,0,43,12,1,0,0,0,9.5927,1.7399,0,0
22.1659,0,37,17,0,0,0,0,9.5927,3.0056,0,0
21.427,0,23,12,1,1,0,0,9.5927,3.2742,0,0
25.8602,0,28,12,1,1,0,0,9.5927,4.1694,0,0
28.8157,0,27,14,0,1,0,0,9.5927,5.0645,0,0
29.5545,0,46,12,0,0,0,0,9.5927,5.0645,0,0
25.8972,0,30,12,1,1,0,0,9.5927,6.8548,0,0
36.9432,0,35,17,1,0,0,0,9.5927,4.7581,0,0
23.6436,0,26,15,1,0,0,0,9.5966,9.3355,0,0
23.6436,0,25,12,1,0,0,0,9.6417,8.7368,0,0
25.1214,0,24,12,1,0,0,0,9.7063,6.6242,0,0
22.2841,0,22,14,1,0,0,0,9.7279,0.1411,0,0
36.9432,0,27,13,1,0,0,0,9.7357,0.0516,0,0
23.6436,0,36,12,1,1,0,0,9.7494,5.0645,0,0
14.7773,0,35,13,1,0,0,0,9.7886,1.269,0,0
31.0323,0,34,12,1,1,0,0,9.7886,3.2742,0,0
31.0323,0,28,14,1,0,0,0,9.9845,2.5323,0,0
26.5991,0,18,12,1,0,0,0,9.9845,3.2742,0,0
56.8925,0,21,12,1,0,0,0,0.0688,1.2153,0,0
21.2793,0,28,16,1,1,0,0,0.0825,9.3355,0,0
0,0,24,14,1,0,0,0,0.1413,0,0,1
33.9877,0,30,12,1,0,0,0,0.1804,5.7548,0,0
0,0,42,12,1,0,0,0,0.1804,7.4556,0,0
29.5545,0,24,12,1,0,0,0,0.1804,9.6935,0,0
17.7327,0,40,12,1,0,0,0,0.1804,9.6935,0,0
22.9048,0,25,17,1,0,0,0,0.1804,1.0363,0,0
28.5201,0,27,17,1,0,0,0,0.1804,1.5788,0,0
42.8541,0,24,16,1,0,0,0,0.2,7.9032,0,0
23.0525,0,25,16,0,1,0,0,0.2333,9.3355,0,0
19.9301,0,53,16,1,0,0,0,0.3431,0.1125,0,0
32.51,0,28,12,1,0,0,0,0.3764,7.9032,0,0
16.9939,0,20,12,1,0,0,0,0.3764,8.6552,0,0
22.1659,0,26,12,1,0,0,0,0.3764,0.9468,0,0
20.6882,0,33,12,1,0,0,0,0.5037,1.4839,0,0
12.4129,0,24,14,0,0,0,0,0.5723,1.6371,0,0
16.255,0,38,12,0,1,0,0,0.5723,4.3226,0,0
24.5303,0,27,12,1,0,0,0,0.5723,7.5452,0,0
88.6636,0,27,16,1,0,0,0,0.5723,8.6194,0,0
29.5545,0,31,13,1,0,0,0,0.5723,8.7984,0,0
23.6436,0,26,15,1,0,0,0,0.5723,8.7984,0,0
22.1659,0,28,16,1,0,0,0,0.5723,8.7984,0,0
35.4654,0,26,17,1,0,0,0,0.5723,8.9774,0,0
20.6882,0,52,12,1,0,0,0,0.5723,8.9774,0,0
22.4614,0,25,12,1,0,0,0,0.5723,0.5887,0,0
22.1659,0,24,12,1,0,0,0,0.5723,0.7677,0,0
25.3105,0,41,12,1,0,0,0,0.5723,1.4839,0,0
32.5868,0,40,12,1,0,0,0,0.5723,4.7727,0,0
32.5868,0,40,12,1,0,0,0,0.5723,4.7727,0,0
7.3886,0,32,13,1,0,0,0,0.5723,5.0645,0,0
31.0323,0,24,12,1,1,0,0,0.5723,5.9597,0,0
7.8822,0,46,12,1,1,0,0,0.5723,2.2258,0,0
31.0323,0,31,13,1,0,0,0,0.5723,3.6581,0,0
39.012,0,25,15,0,0,0,0,0.7388,1.4839,0,0
44.3318,0,29,12,1,0,0,0,0.7682,0,0,1
17.4372,0,25,14,0,0,0,0,0.7682,4.3226,0,0
22.1659,0,42,16,1,0,0,0,0.7682,9.6935,0,0
27.4857,0,24,12,1,0,0,0,0.7682,3.2742,0,0
26.3035,0,25,14,1,1,0,0,0.7682,3.2742,0,0
20.963,0,44,12,1,0,0,0,0.8956,2.1742,0,0
23.3481,0,27,12,0,0,0,0,0.9642,8.4403,0,0
28.4462,0,28,14,1,0,0,0,0.9642,0.5887,0,0
