state,year,urate,children,nonwhite,finc,earn,age,ed,work,unearn
53,1991,7.8,0,1,23686.123,23686.123,46,11,1,0
53,1991,7.8,3,1,13631.894,13631.894,29,11,1,0
53,1991,7.8,2,1,7306.1674,0,27,10,0,7.3061674
53,1991,7.8,0,1,9427.3128,9427.3128,35,3,1,0
53,1991,7.8,3,1,29460.352,29460.352,37,11,1,0
53,1991,7.8,0,1,63207.775,44779.736,48,9,0,18.42804
53,1991,7.8,0,1,4409.6256,0,30,10,0,4.4096256
54,1991,5.9,0,1,65649.449,65637.665,28,7,1,.01178414
54,1991,5.9,2,0,8201.7621,0,28,9,0,8.2017621
54,1991,5.9,0,1,21800.661,21800.661,47,9,1,0
54,1991,5.9,1,1,6481.2775,4360.1322,26,11,1,2.1211454
54,1991,5.9,1,1,1838.326,0,23,9,0,1.838326
54,1991,5.9,2,1,24746.696,24746.696,35,11,1,0
54,1991,5.9,0,0,4289.4273,0,41,10,0,4.2894273
54,1991,5.9,1,1,18888.8,14787.919,53,7,0,4.1008811
54,1991,5.9,0,1,25048.37,24746.696,49,9,1,.30167401
54,1991,5.9,0,0,50907.489,12962.555,23,11,1,37.944934
54,1991,5.9,0,0,8340.815,1979.7357,43,9,1,6.3610793
54,1991,5.9,0,0,8340.815,1979.7357,40,9,0,6.3610793
54,1991,5.9,0,1,10016.52,10016.52,53,7,1,0
54,1991,5.9,2,0,10892.081,0,25,9,0,10.892081
54,1991,5.9,1,1,26867.841,23568.282,46,11,1,3.2995595
54,1991,5.9,0,0,0,0,34,7,0,0
54,1991,5.9,0,1,10016.52,10016.52,49,9,1,0
54,1991,5.9,0,1,20834.361,16120.705,39,10,1,4.7136564
54,1991,5.9,1,0,17290.87,6186.674,44,7,1,11.104196
54,1991,5.9,0,1,52607.941,23306.674,26,11,0,29.301267
54,1991,5.9,0,0,2877.6872,0,42,7,0,2.8776872
54,1991,5.9,0,1,18996.035,18937.115,50,7,1,.0589207
54,1991,5.9,2,1,707.04846,0,35,7,0,.70704846
54,1991,5.9,0,1,18996.035,18937.115,46,11,1,.0589207
54,1991,5.9,1,0,4595.815,3535.2423,21,11,1,1.0605727
54,1991,5.9,0,0,5755.3744,0,40,9,0,5.7553744
54,1991,5.9,0,1,52607.941,23306.674,21,10,1,29.301267
54,1991,5.9,0,1,5953.348,0,53,11,0,5.953348
54,1991,5.9,0,0,18210.033,17087.004,50,10,1,1.1230286
54,1991,5.9,0,0,23686.123,23686.123,43,9,1,0
54,1991,5.9,0,1,42894.273,42884.846,45,11,1,.00942731
54,1991,5.9,2,1,353.52423,353.52423,26,11,1,0
54,1991,5.9,0,1,20033.04,20033.04,41,3,0,0
54,1991,5.9,0,1,16438.877,10605.727,36,10,0,5.8331498
54,1991,5.9,0,1,8248.8987,8248.8987,38,10,1,0
54,1991,5.9,0,0,12143.557,695.26432,54,11,1,11.448293
54,1991,5.9,2,1,0,0,25,10,0,0
54,1991,5.9,0,0,11619.163,0,52,3,0,11.619163
55,1991,10.6,0,0,43537.687,27716.3,28,10,1,15.821388
55,1991,10.6,2,0,3945.3304,2634.9339,26,7,1,1.3103965
55,1991,10.6,0,0,0,0,21,11,0,0
55,1991,10.6,1,0,3141.652,0,26,7,0,3.141652
55,1991,10.6,0,0,0,0,23,9,0,0
55,1991,10.6,3,0,4411.9824,0,26,11,0,4.4119824
55,1991,10.6,0,0,15929.802,0,50,7,0,15.929802
55,1991,10.6,0,0,8182.9075,3770.9251,50,11,1,4.4119824
55,1991,10.6,3,0,4411.9824,0,27,11,0,4.4119824
55,1991,10.6,0,0,0,0,45,10,0,0
55,1991,10.6,1,0,17346.256,16639.207,39,9,1,.70704846
55,1991,10.6,0,0,21612.115,20033.04,53,7,0,1.5790749
55,1991,10.6,0,0,7070.4846,0,54,10,0,7.0704846
55,1991,10.6,3,0,471.36564,353.52423,23,11,1,.11784141
55,1991,10.6,1,0,2842.3348,0,42,10,0,2.8423348
55,1991,10.6,1,0,16434.163,0,51,10,0,16.434163
55,1991,10.6,2,0,3521.1013,0,30,10,0,3.5211013
55,1991,10.6,2,0,3521.1013,0,23,10,0,3.5211013
55,1991,10.6,1,0,3582.3789,3016.7401,34,10,1,.56563877
55,1991,10.6,0,0,10605.727,10605.727,36,9,1,0
55,1991,10.6,1,0,6127.7533,6127.7533,52,7,1,0
55,1991,10.6,0,0,17923.678,0,49,11,0,17.923678
55,1991,10.6,2,0,3993.6454,472.54405,30,7,1,3.5211013
55,1991,10.6,1,0,5185.022,3004.9559,35,7,1,2.1800661
55,1991,10.6,2,0,3521.1013,0,38,11,0,3.5211013
55,1991,10.6,0,0,15074.273,0,26,7,0,15.074273
55,1991,10.6,0,0,15932.159,15932.159,26,7,0,0
55,1991,10.6,2,0,4746.652,1225.5507,24,11,1,3.5211013
56,1991,5.8,2,1,14140.969,14140.969,30,11,1,0
56,1991,5.8,1,0,14140.969,14140.969,27,10,1,0
56,1991,5.8,1,0,1038.1828,0,37,11,0,1.0381828
56,1991,5.8,0,0,29578.194,29578.194,54,9,1,0
56,1991,5.8,0,0,20537.401,1885.4626,42,7,1,18.651938
56,1991,5.8,4,0,4935.1982,0,51,7,0,4.9351982
56,1991,5.8,0,1,3122.7974,2451.1013,53,10,1,.67169604
56,1991,5.8,1,0,17254.339,14897.511,32,10,1,2.3568282
56,1991,5.8,1,0,20268.722,11194.934,36,7,1,9.0737885
56,1991,5.8,0,0,29578.194,29578.194,51,9,1,0
56,1991,5.8,0,1,26060.628,25925.11,52,3,0,.13551762
56,1991,5.8,2,0,6589.6916,0,34,7,0,6.5896916
56,1991,5.8,2,1,8248.8987,8248.8987,32,11,1,0
56,1991,5.8,1,0,49493.392,21211.454,22,11,1,28.281938
56,1991,5.8,0,0,35274.648,25925.11,39,11,1,9.3495374
56,1991,5.8,0,0,23898.238,23898.238,52,10,1,0
56,1991,5.8,1,0,1370.4956,0,37,7,0,1.3704956
56,1991,5.8,1,0,25901.542,23450.441,27,9,1,2.4511013
56,1991,5.8,1,0,5892.0705,5892.0705,21,7,1,0
56,1991,5.8,3,1,4906.9163,0,34,7,0,4.9069163
56,1991,5.8,3,0,25029.515,20504.405,28,11,1,4.5251101
56,1991,5.8,4,1,11996.256,0,36,10,0,11.996256
56,1991,5.8,1,0,6255.022,6255.022,20,10,1,0
56,1991,5.8,0,0,18029.736,18029.736,41,10,1,0
56,1991,5.8,1,0,4519.2181,1178.4141,26,7,1,3.340804
56,1991,5.8,0,0,24569.934,24569.934,52,11,1,0
56,1991,5.8,3,1,8248.8987,8248.8987,29,9,1,0
56,1991,5.8,0,1,20304.075,20304.075,46,10,1,0
56,1991,5.8,0,0,124863.58,3535.2423,54,9,0,121.32834
56,1991,5.8,1,0,14140.969,14140.969,23,9,1,0
56,1991,5.8,0,0,13571.795,13551.762,54,7,1,.02003304
56,1991,5.8,0,1,353.52423,353.52423,39,10,1,0
56,1991,5.8,1,1,3980.6828,377.09251,29,11,1,3.6035903
56,1991,5.8,3,0,16916.134,10252.203,34,10,1,6.6639317
56,1991,5.8,1,1,4751.3656,0,34,9,0,4.7513656
56,1991,5.8,0,0,18524.67,18383.26,42,7,1,.14140969
56,1991,5.8,1,1,15196.828,13669.604,36,11,1,1.5272247
56,1991,5.8,0,0,5892.0705,5892.0705,42,7,1,0
56,1991,5.8,1,0,10605.727,10605.727,43,10,1,0
56,1991,5.8,0,1,17082.291,16497.797,48,11,1,.58449339
56,1991,5.8,2,0,17676.211,17676.211,36,11,1,0
56,1991,5.8,0,0,11312.775,11077.093,33,10,1,.23568282
56,1991,5.8,0,1,24746.696,24746.696,46,11,1,0
56,1991,5.8,6,0,9950.5286,1473.0176,42,7,0,8.477511
56,1991,5.8,0,1,37373.403,36298.689,47,10,1,1.0747137
56,1991,5.8,2,0,37318.018,37318.018,40,10,1,0
56,1991,5.8,0,0,0,0,46,7,0,0
56,1991,5.8,0,1,11430.617,11312.775,51,11,1,.11784141
56,1991,5.8,0,1,11443.579,2946.0352,54,7,1,8.4975441
56,1991,5.8,1,0,18350.264,17676.211,21,10,1,.67405286
56,1991,5.8,0,1,20981.663,18326.696,42,9,1,2.654967
56,1991,5.8,2,1,2050.4405,2050.4405,30,11,1,0
56,1991,5.8,1,0,113.12775,0,30,9,0,.11312775
56,1991,5.8,1,0,1590.859,1590.859,37,7,1,0
56,1991,5.8,0,0,17676.211,15319.383,28,10,1,2.3568282
56,1991,5.8,0,0,8484.5815,235.68282,47,11,1,8.2488987
56,1991,5.8,1,0,7667.9405,5774.2291,29,11,1,1.8937115
56,1991,5.8,0,0,17786.982,17087.004,51,9,1,.69997797
56,1991,5.8,0,0,15687.048,15687.048,52,7,1,0
56,1991,5.8,0,0,28281.938,28281.938,46,11,1,0
56,1991,5.8,1,1,7065.7709,0,33,10,0,7.0657709
56,1991,5.8,3,1,17068.15,11312.775,44,11,0,5.7553744
56,1991,5.8,0,1,1767.6211,1767.6211,25,11,1,0
56,1991,5.8,1,1,12491.189,11784.141,41,9,1,.70704846
56,1991,5.8,0,1,4906.9163,0,30,7,0,4.9069163
56,1991,5.8,0,0,14183.392,6405.859,51,10,1,7.777533
56,1991,5.8,1,0,1390.5286,0,28,10,0,1.3905286
56,1991,5.8,0,1,44817.445,44779.736,53,9,1,.03770925
56,1991,5.8,0,1,20504.405,20504.405,48,11,1,0
56,1991,5.8,0,0,31054.747,24864.537,25,9,1,6.1902093
56,1991,5.8,0,0,14813.844,13198.238,42,7,1,1.6156057
56,1991,5.8,0,0,2828.1938,2828.1938,49,10,1,0
56,1991,5.8,1,0,963.94273,0,20,10,0,.96394273
56,1991,5.8,0,0,5327.6101,5327.6101,37,11,1,0
56,1991,5.8,0,0,17676.211,17676.211,21,11,1,0
56,1991,5.8,0,0,20033.04,20033.04,53,11,1,0
56,1991,5.8,0,0,34782.07,30638.767,21,11,1,4.143304
56,1991,5.8,0,0,32984.989,32984.989,20,9,1,0
56,1991,5.8,1,0,3337.2687,0,26,9,0,3.3372687
56,1991,5.8,3,1,33478.744,27574.89,36,9,1,5.9038546
56,1991,5.8,0,0,2356.8282,2356.8282,20,9,1,0
56,1991,5.8,0,0,13551.762,13551.762,29,9,1,0
56,1991,5.8,1,0,14140.969,14140.969,39,11,1,0
56,1991,5.8,0,1,3158.1498,801.32159,25,7,1,2.3568282
56,1991,5.8,0,0,16350.496,16350.496,40,11,1,0
56,1991,5.8,3,1,3770.9251,2356.8282,27,9,1,1.4140969
56,1991,5.8,0,0,513.78855,513.78855,31,10,1,0
56,1991,5.8,2,0,17817.621,17676.211,25,11,1,.14140969
56,1991,5.8,0,0,5577.4339,0,46,7,0,5.5774339
56,1991,5.8,0,0,9427.3128,9427.3128,48,7,1,0
56,1991,5.8,0,1,15177.974,0,33,0,0,15.177974
56,1991,5.8,3,1,6346.9383,2147.0705,22,11,1,4.1998678
56,1991,5.8,0,0,608.06167,0,34,7,0,.60806167
56,1991,5.8,5,1,28536.476,0,27,9,0,28.536476
56,1991,5.8,1,1,9045.5066,0,45,7,0,9.0455066
56,1991,5.8,0,0,12035.143,0,53,7,0,12.035143
57,1991,6.3,2,0,74676.101,37709.251,28,0,0,36.96685
57,1991,6.3,0,1,26501.355,0,38,3,0,26.501355
57,1991,6.3,0,1,28807.511,24412.026,27,11,1,4.3954846
57,1991,6.3,1,0,16627.423,16627.423,20,7,1,0
57,1991,6.3,0,1,26724.075,26724.075,47,11,1,0
57,1991,6.3,2,1,15319.383,15319.383,47,7,1,0
57,1991,6.3,0,1,0,0,42,7,0,0
57,1991,6.3,0,1,13907.643,11548.458,48,11,0,2.359185
57,1991,6.3,0,1,16813.612,11194.934,52,11,0,5.6186784
57,1991,6.3,0,1,0,0,38,10,0,0
57,1991,6.3,1,1,12962.555,12962.555,49,10,1,0
57,1991,6.3,1,0,9568.7225,0,37,0,0,9.5687225
57,1991,6.3,3,0,8489.2952,6127.7533,33,9,1,2.3615419
57,1991,6.3,3,0,0,0,28,7,0,0
57,1991,6.3,0,0,37143.612,37120.044,45,9,1,.02356828
57,1991,6.3,2,1,325.24229,0,35,10,0,.32524229
57,1991,6.3,1,1,0,0,22,10,0,0
57,1991,6.3,0,1,4195.1542,0,30,3,0,4.1951542
57,1991,6.3,2,1,4284.7137,0,52,3,0,4.2847137
57,1991,6.3,1,1,2392.1806,0,42,7,0,2.3921806
57,1991,6.3,0,0,27692.731,25925.11,51,11,1,1.7676211
57,1991,6.3,2,1,15394.802,12448.767,29,11,1,2.9460352
57,1991,6.3,0,1,2361.5419,0,39,10,0,2.3615419
57,1991,6.3,3,1,5172.0595,5008.2599,25,7,1,.16379956
57,1991,6.3,0,1,13907.643,11548.458,29,11,1,2.359185
57,1991,6.3,3,0,1808.8656,0,34,10,0,1.8088656
57,1991,6.3,0,0,84112.841,59549.978,30,11,1,24.562863
57,1991,6.3,1,1,2488.8106,0,50,7,0,2.4888106
57,1991,6.3,2,1,9082.0374,0,33,7,0,9.0820374
57,1991,6.3,0,0,0,0,30,11,0,0
57,1991,6.3,1,1,2637.2907,0,29,9,0,2.6372907
57,1991,6.3,1,0,19302.423,17157.709,28,9,1,2.1447137
57,1991,6.3,0,0,69172.907,64577.093,22,0,0,4.595815
57,1991,6.3,3,1,1795.9031,0,28,7,0,1.7959031
57,1991,6.3,0,0,5892.0705,5892.0705,42,3,0,0
57,1991,6.3,5,1,4737.2247,0,39,7,0,4.7372247
57,1991,6.3,2,1,3605.9471,636.34361,26,10,1,2.9696035
57,1991,6.3,4,1,8291.3216,7188.326,30,10,1,1.1029956
57,1991,6.3,0,0,12297.93,10723.568,52,7,1,1.5743612
57,1991,6.3,0,1,54914.097,52085.903,26,10,1,2.8281938
57,1991,6.3,0,1,2969.6035,0,50,3,0,2.9696035
58,1991,5,7,1,6731.1013,0,29,10,0,6.7311013
58,1991,5,0,0,4713.6564,4713.6564,27,11,1,0
58,1991,5,0,0,53382.159,53382.159,51,9,1,0
58,1991,5,4,1,707.04846,0,38,10,0,.70704846
58,1991,5,0,1,23704.978,20834.361,25,10,0,2.8706167
58,1991,5,2,1,9785.5507,0,38,11,0,9.7855507
58,1991,5,3,1,16530.793,0,52,11,0,16.530793
58,1991,5,1,1,13151.101,0,46,10,0,13.151101
58,1991,5,2,1,1022.8634,0,30,10,0,1.0228634
58,1991,5,2,1,7070.4846,5892.0705,20,10,1,1.1784141
58,1991,5,2,1,7188.326,5420.7048,23,9,1,1.7676211
58,1991,5,3,1,66344.714,64812.775,54,0,1,1.5319383
58,1991,5,0,0,14595.837,0,48,7,0,14.595837
58,1991,5,0,1,35361.85,27103.524,50,11,0,8.258326
58,1991,5,3,1,5514.978,848.45815,38,10,0,4.6665198
58,1991,5,0,1,7934.2621,0,50,11,0,7.9342621
58,1991,5,1,1,0,0,21,11,0,0
58,1991,5,3,0,1178.4141,1178.4141,22,7,1,0
58,1991,5,1,0,11354.02,10800.165,33,9,1,.55385463
58,1991,5,1,0,7983.7555,707.04846,52,10,1,7.276707
58,1991,5,0,1,9427.3128,9427.3128,52,7,1,0
58,1991,5,0,0,6085.3304,117.84141,30,10,1,5.967489
58,1991,5,4,1,8080.3855,2356.8282,24,11,1,5.7235573
58,1991,5,3,1,8238.293,1225.5507,27,10,1,7.0127423
58,1991,5,0,0,5902.6762,0,53,11,0,5.9026762
58,1991,5,1,1,0,0,28,10,0,0
58,1991,5,0,1,6028.7665,0,54,11,0,6.0287665
58,1991,5,2,0,89194.163,81310.573,52,11,0,7.8835903
58,1991,5,0,0,14199.89,14199.89,53,11,1,0
58,1991,5,2,1,5656.3877,2828.1938,22,10,1,2.8281938
58,1991,5,0,1,20304.075,20304.075,48,10,1,0
58,1991,5,0,0,5577.4339,0,54,11,0,5.5774339
58,1991,5,1,1,6375.2203,4713.6564,39,10,1,1.6615639
58,1991,5,0,0,45964.042,45958.15,21,10,1,.00589207
58,1991,5,0,1,930.94714,0,46,9,0,.93094714
58,1991,5,0,1,24746.696,24746.696,38,11,1,0
58,1991,5,3,1,16530.793,0,31,11,0,16.530793
59,1991,7.4,0,1,10887.368,9592.2907,30,7,1,1.2950771
59,1991,7.4,2,1,3094.5154,2418.1057,21,11,1,.67640969
59,1991,7.4,1,0,2333.2599,2333.2599,24,11,1,0
59,1991,7.4,1,1,13877.004,13877.004,53,9,1,0
59,1991,7.4,1,0,11784.141,11784.141,24,10,1,0
59,1991,7.4,7,1,8164.0529,4006.6079,37,7,1,4.1574449
59,1991,7.4,0,1,1814.7577,0,48,7,0,1.8147577
59,1991,7.4,2,1,11035.848,11035.848,52,7,1,0
59,1991,7.4,1,1,13877.004,13877.004,27,11,1,0
59,1991,7.4,0,1,30638.767,28046.256,54,7,1,2.592511
59,1991,7.4,1,0,35749.548,30049.559,24,9,0,5.699989
59,1991,7.4,0,1,9723.0947,9723.0947,26,10,1,0
59,1991,7.4,0,1,51915.033,46891.454,30,11,1,5.0235793
59,1991,7.4,0,0,707.04846,0,26,11,0,.70704846
59,1991,7.4,0,1,12964.912,12962.555,42,10,1,.00235683
59,1991,7.4,1,1,40708.315,39866.927,21,10,1,.84138767
59,1991,7.4,1,1,16792.401,16497.797,52,9,1,.29460352
59,1991,7.4,1,1,5892.0705,5892.0705,39,10,1,0
59,1991,7.4,3,1,34646.553,25807.269,26,9,0,8.8392841
59,1991,7.4,1,0,6600.2974,1567.2907,28,10,1,5.0330066
59,1991,7.4,5,1,5656.3877,0,34,10,0,5.6563877
59,1991,7.4,1,0,8072.1366,4242.2907,38,7,1,3.8298458
59,1991,7.4,1,1,11966.795,4713.6564,41,11,1,7.2531388
59,1991,7.4,1,0,6600.2974,1567.2907,52,10,1,5.0330066
59,1991,7.4,1,1,3785.0661,0,43,9,0,3.7850661
59,1991,7.4,2,1,14741.96,14741.96,46,7,1,0
59,1991,7.4,0,1,0,0,25,9,0,0
59,1991,7.4,0,0,56662.863,49493.392,21,11,0,7.1694714
59,1991,7.4,2,1,14140.969,14140.969,40,10,1,0
59,1991,7.4,2,1,7777.533,7777.533,43,11,1,0
59,1991,7.4,2,1,18854.626,18854.626,44,11,1,0
59,1991,7.4,0,1,7447.5771,7070.4846,51,7,1,.37709251
59,1991,7.4,4,1,7253.1388,989.86784,43,11,1,6.2632709
59,1991,7.4,0,0,65535.143,6420,45,9,1,59.115143
59,1991,7.4,4,1,4859.7797,0,36,11,0,4.8597797
59,1991,7.4,1,0,24746.696,22389.868,22,11,1,2.3568282
59,1991,7.4,2,1,12712.731,0,49,7,0,12.712731
59,1991,7.4,1,0,13787.445,13787.445,26,10,1,0
59,1991,7.4,2,1,14527.489,13671.96,27,9,1,.85552863
59,1991,7.4,3,1,4481.5088,1414.0969,27,11,1,3.0674119
59,1991,7.4,0,1,5302.8634,5302.8634,43,11,1,0
59,1991,7.4,0,0,29852.764,21564.978,34,11,1,8.2877863
59,1991,7.4,1,1,6681.6079,5621.0352,32,7,1,1.0605727
59,1991,7.4,0,0,28284.295,28281.938,36,9,0,.00235683
59,1991,7.4,3,1,5005.9031,0,24,10,0,5.0059031
59,1991,7.4,1,1,0,0,27,11,0,0
59,1991,7.4,0,0,22257.885,0,43,7,0,22.257885
59,1991,7.4,4,1,9662.9956,4713.6564,27,11,1,4.9493392
59,1991,7.4,0,1,7178.8987,4638.2379,21,10,1,2.5406608
59,1991,7.4,0,1,42140.088,42140.088,44,9,1,0
59,1991,7.4,0,1,9102.0705,6599.1189,28,0,1,2.5029515
59,1991,7.4,0,1,10887.368,9592.2907,22,7,1,1.2950771
59,1991,7.4,3,1,0,0,20,7,0,0
59,1991,7.4,1,1,8512.8634,0,51,7,0,8.5128634
59,1991,7.4,0,1,27103.524,27103.524,47,11,1,0
59,1991,7.4,1,1,8512.8634,0,36,10,0,8.5128634
59,1991,7.4,4,1,4284.7137,0,38,3,0,4.2847137
59,1991,7.4,4,1,6024.0529,0,27,10,0,6.0240529
59,1991,7.4,6,0,19005.463,353.52423,36,10,1,18.651938
59,1991,7.4,2,1,9820.9031,0,42,10,0,9.8209031
59,1991,7.4,0,0,24749.053,24746.696,44,10,1,.00235683
59,1991,7.4,0,1,4694.8018,0,53,9,0,4.6948018
59,1991,7.4,0,1,4694.8018,0,41,10,0,4.6948018
59,1991,7.4,0,1,51915.033,46891.454,27,11,1,5.0235793
59,1991,7.4,0,1,65991.189,58920.705,44,10,1,7.0704846
59,1991,7.4,2,0,353.52423,117.84141,28,11,1,.23568282
59,1991,7.4,1,1,3407.9736,0,38,11,0,3.4079736
59,1991,7.4,1,0,8248.8987,8248.8987,22,11,1,0
59,1991,7.4,2,0,12161.233,0,33,11,0,12.161233
59,1991,7.4,0,0,589.20705,589.20705,26,11,1,0
59,1991,7.4,0,1,0,0,27,11,0,0
59,1991,7.4,0,1,7070.4846,7070.4846,40,10,1,0
59,1991,7.4,0,0,22404.009,22389.868,48,11,1,.01414097
59,1991,7.4,0,1,4157.4449,0,49,10,0,4.1574449
59,1991,7.4,0,0,22625.551,22625.551,21,11,1,0
59,1991,7.4,0,1,12962.555,12962.555,38,9,1,0
59,1991,7.4,1,1,4713.6564,4713.6564,30,7,1,0
59,1991,7.4,1,0,7447.5771,0,30,10,0,7.4475771
59,1991,7.4,1,0,20975.771,16262.115,44,10,1,4.7136564
59,1991,7.4,2,1,4072.5991,0,30,11,0,4.0725991
59,1991,7.4,0,0,844.92291,844.92291,21,9,1,0
59,1991,7.4,0,1,13481.057,13481.057,21,11,1,0
59,1991,7.4,0,0,11404.692,11404.692,20,7,1,0
59,1991,7.4,3,1,27103.524,27103.524,21,11,1,0
59,1991,7.4,0,1,131553.44,59073.899,22,10,1,72.479537
59,1991,7.4,0,0,5939.207,0,30,11,0,5.939207
59,1991,7.4,2,1,7777.533,7777.533,20,10,0,0
59,1991,7.4,0,1,9333.0396,9333.0396,35,10,1,0
59,1991,7.4,6,1,4892.7753,0,44,10,0,4.8927753
59,1991,7.4,0,1,47333.359,32524.229,45,7,0,14.80913
59,1991,7.4,0,0,8173.4802,0,49,10,0,8.1734802
59,1991,7.4,0,0,81457.874,68348.018,54,11,1,13.109857
59,1991,7.4,2,1,11194.934,11194.934,38,11,1,0
59,1991,7.4,0,0,17699.78,17676.211,23,9,1,.02356828
59,1991,7.4,2,0,64831.63,64812.775,23,11,0,.01885463
59,1991,7.4,0,0,7821.1344,0,31,11,0,7.8211344
59,1991,7.4,3,1,9427.3128,9427.3128,26,11,1,0
59,1991,7.4,0,1,9191.63,9191.63,47,3,1,0
59,1991,7.4,1,1,11901.982,11312.775,39,11,1,.58920705
59,1991,7.4,2,1,17735.132,17676.211,32,10,0,.0589207
59,1991,7.4,0,1,0,0,20,10,0,0
59,1991,7.4,0,1,0,0,23,7,0,0
59,1991,7.4,2,1,5915.6388,1673.348,26,3,0,4.2422907
59,1991,7.4,2,0,9745.4846,0,25,9,0,9.7454846
59,1991,7.4,3,0,62213.194,0,27,11,0,62.213194
59,1991,7.4,3,1,5147.3128,0,38,11,0,5.1473128
59,1991,7.4,1,0,7275.5286,0,31,7,0,7.2755286
59,1991,7.4,1,1,18409.185,18409.185,43,0,1,0
59,1991,7.4,4,1,1414.0969,1414.0969,22,11,1,0
59,1991,7.4,0,0,37520.705,26137.225,41,9,1,11.38348
59,1991,7.4,1,0,4115.022,0,23,10,0,4.115022
59,1991,7.4,3,1,29460.352,29460.352,31,11,1,0
59,1991,7.4,2,1,4124.4493,0,53,7,0,4.1244493
59,1991,7.4,2,1,16497.797,16497.797,35,9,1,0
59,1991,7.4,1,1,29283.59,28399.78,42,11,1,.88381057
59,1991,7.4,2,1,1767.6211,353.52423,26,9,1,1.4140969
59,1991,7.4,2,0,5543.2599,0,32,7,0,5.5432599
59,1991,7.4,3,1,4892.7753,0,29,11,0,4.8927753
59,1991,7.4,0,0,29059.692,28281.938,20,10,1,.7777533
59,1991,7.4,0,1,0,0,37,7,0,0
59,1991,7.4,1,1,26818.348,18854.626,31,11,1,7.9637225
59,1991,7.4,3,0,5090.7489,0,45,7,0,5.0907489
59,1991,7.4,0,1,25461.993,19679.515,20,9,0,5.782478
59,1991,7.4,1,1,7.0704846,0,20,11,0,.00707048
59,1991,7.4,1,0,4713.6564,4713.6564,22,11,1,0
61,1991,7.5,4,0,4470.9031,0,35,7,0,4.4709031
61,1991,7.5,1,1,2710.3524,0,40,7,0,2.7103524
61,1991,7.5,1,0,34795.033,32995.595,34,9,1,1.7994383
61,1991,7.5,1,0,24982.379,23568.282,32,11,1,1.4140969
61,1991,7.5,1,0,2757.489,0,33,7,0,2.757489
61,1991,7.5,1,0,2771.63,0,23,7,0,2.77163
61,1991,7.5,1,0,2771.63,0,21,11,0,2.77163
61,1991,7.5,1,0,1753.4802,589.20705,44,7,1,1.1642731
61,1991,7.5,3,0,4030.1762,0,21,7,0,4.0301762
61,1991,7.5,1,0,2771.63,0,38,9,0,2.77163
61,1991,7.5,0,0,7169.4714,7169.4714,32,11,1,0
61,1991,7.5,2,0,14409.648,0,40,7,0,14.409648
61,1991,7.5,0,0,42367.522,25842.621,42,11,1,16.524901
61,1991,7.5,0,1,6178.4251,0,49,9,0,6.1784251
61,1991,7.5,1,0,2828.1938,0,22,9,0,2.8281938
61,1991,7.5,4,0,4737.2247,0,22,11,0,4.7372247
61,1991,7.5,0,0,4030.1762,0,42,7,0,4.0301762
61,1991,7.5,2,0,3224.141,0,20,10,0,3.224141
61,1991,7.5,1,0,2771.63,0,20,7,0,2.77163
61,1991,7.5,2,0,9427.3128,8248.8987,26,11,1,1.1784141
61,1991,7.5,1,0,10789.559,8413.8767,36,10,1,2.3756828
61,1991,7.5,1,0,0,0,20,9,0,0
61,1991,7.5,1,1,6536.663,3535.2423,26,11,1,3.0014207
61,1991,7.5,0,0,11784.141,11784.141,44,9,1,0
61,1991,7.5,2,0,3338.4471,114.30617,26,10,1,3.224141
61,1991,7.5,1,0,4086.7401,0,21,9,0,4.0867401
61,1991,7.5,2,0,3224.141,0,23,9,0,3.224141
61,1991,7.5,0,0,12209.548,0,46,7,0,12.209548
61,1991,7.5,0,0,12233.117,0,48,0,0,12.233117
61,1991,7.5,0,0,87049.449,69526.432,28,10,1,17.523018
61,1991,7.5,1,0,11779.427,1885.4626,46,7,0,9.8939648
61,1991,7.5,0,0,24157.489,14140.969,35,10,1,10.01652
61,1991,7.5,0,0,0,0,51,7,0,0
61,1991,7.5,0,0,0,0,31,9,0,0
61,1991,7.5,2,0,2658.5022,0,30,10,0,2.6585022
61,1991,7.5,1,0,2653.7885,0,29,10,0,2.6537885
61,1991,7.5,0,0,21211.454,21211.454,42,11,1,0
62,1991,6.7,1,0,14140.969,2356.8282,32,10,1,11.784141
62,1991,6.7,4,1,3591.8062,0,28,11,0,3.5918062
62,1991,6.7,0,1,9714.8458,9714.8458,51,7,1,0
62,1991,6.7,0,1,5892.0705,5892.0705,37,11,1,0
62,1991,6.7,1,0,0,0,35,10,0,0
62,1991,6.7,2,0,7541.8502,7541.8502,33,11,1,0
62,1991,6.7,2,1,7329.7357,471.36564,46,11,0,6.85837
62,1991,6.7,1,0,13465.738,7698.5793,51,7,1,5.7671586
62,1991,6.7,3,0,14117.401,11666.3,30,10,1,2.4511013
62,1991,6.7,1,0,5876.7511,0,50,10,0,5.8767511
62,1991,6.7,5,1,4338.9207,535,29,9,1,3.8039207
62,1991,6.7,0,0,17604.328,16308.073,20,9,0,1.2962555
62,1991,6.7,3,0,24446.2,13825.154,34,11,1,10.621046
62,1991,6.7,1,0,1468.304,0,54,7,0,1.468304
62,1991,6.7,3,1,2574.8348,453.68943,20,9,1,2.1211454
62,1991,6.7,0,0,11496.608,0,42,7,0,11.496608
62,1991,6.7,0,0,7400.4405,0,53,7,0,7.4004405
62,1991,6.7,3,1,3195.859,0,35,10,0,3.195859
